,text,intent,labels
7975,Book:O a:O table:O for:O 1:B-party_size_number at:O RingSide:B-restaurant_name Steakhouse:I-restaurant_name in:O Hurricane:B-city .:O ," BookRestaurant
",1
5365,find:O Un:B-movie_name weekend:I-movie_name da:I-movie_name bamboccioni:I-movie_name ," SearchScreeningEvent
",6
631,Show:O me:O the:O current:O movie:B-object_type times:I-object_type ," SearchScreeningEvent
",6
7455,Add:O Kd:B-artist lang:I-artist to:O my:B-playlist_owner Deep:B-playlist Focus:I-playlist playlist:O ," AddToPlaylist
",0
5236,I:O want:O to:O give:O The:B-object_name Pilgrims:I-object_name of:I-object_name Rayne:I-object_name three:B-rating_value out:O of:O 6:B-best_rating stars:B-rating_unit ," RateBook
",4
9141,Tell:O me:O the:O weather:O forecast:O 1:B-timeRange hour:I-timeRange from:I-timeRange now:I-timeRange in:O Big:B-geographic_poi Thicket:I-geographic_poi National:I-geographic_poi Preserve:I-geographic_poi ," GetWeather
",2
1847,Add:O mc:B-artist ren:I-artist to:O my:B-playlist_owner It's:B-playlist a:I-playlist Southern:I-playlist Thing:I-playlist playlist:O ," AddToPlaylist
",0
5505,Play:O Dansevise:B-track by:O Ebi:B-artist on:O Groove:B-service Shark:I-service .:O ," PlayMusic
",3
3516,book:O Red:B-restaurant_name Crown:I-restaurant_name Tourist:I-restaurant_name Court:I-restaurant_name now:B-timeRange for:O ten:B-party_size_number not:B-spatial_relation far:I-spatial_relation from:O Tin:B-city City:I-city ," BookRestaurant
",1
5139,Rate:O Cotton:B-object_name Comes:I-object_name to:I-object_name Harlem:I-object_name a:O 2:B-rating_value ," RateBook
",4
7466,I:O want:O lay:B-entity_name down:I-entity_name your:I-entity_name arms:I-entity_name in:O the:O indie:B-playlist español:I-playlist playlist.:O ," AddToPlaylist
",0
307,add:O bonobo:B-artist to:O queen:B-playlist playlis:O ," AddToPlaylist
",0
2110,I:O want:O to:O get:O the:O movie:B-object_type schedule:I-object_type ," SearchScreeningEvent
",6
7757,add:O this:O artist:B-music_item to:O my:B-playlist_owner 59th:B-playlist grammy:I-playlist awards:I-playlist ," AddToPlaylist
",0
8424,I:O give:O the:O following:B-object_select part:O of:O the:O series:B-object_part_of_series_type one:B-rating_value out:O of:O 6:B-best_rating .:O ," RateBook
",4
2415,A:B-object_name Sport:I-object_name and:I-object_name a:I-object_name Pastime:I-object_name is:O a:O solid:O 5:B-rating_value out:O of:O 6:B-best_rating points:B-rating_unit ," RateBook
",4
8057,Play:O Me:B-album Against:I-album The:I-album World:I-album from:O Glukoza:B-artist ," PlayMusic
",3
8599,Is:O Salò:B-object_name the:O TV:B-object_type show:I-object_type available:O to:O watch:O anywhere?:O ," SearchCreativeWork
",5
1192,For:O my:B-playlist_owner playlist:O fresh:B-playlist finds:I-playlist hiptronix:I-playlist add:O the:O name:O polka:B-entity_name medley:I-entity_name ," AddToPlaylist
",0
1744,Find:O I:B-object_name Could:I-object_name Fall:I-object_name in:I-object_name Love:I-object_name .:O ," SearchCreativeWork
",5
4599,Find:O Manual:B-object_name of:I-object_name Love:I-object_name 2:I-object_name .:O ," SearchCreativeWork
",5
5692,Play:O the:O top:B-sort Maynard:B-artist James:I-artist Keenan:I-artist .:O ," PlayMusic
",3
4012,Where:O can:O I:O purchase:O the:O TV:B-object_type series:I-object_type The:B-object_name Royal:I-object_name Sessions:I-object_name ," SearchCreativeWork
",5
4382,book:O a:O Steinway:B-poi St:I-poi place:O for:O 8:B-party_size_number that:O is:O close:B-spatial_relation ," BookRestaurant
",1
5955,book:O a:O caucasian:B-cuisine serving:O steakhouse:B-restaurant_type for:O 4:B-party_size_number in:O Saint:B-country Pierre:I-country and:I-country Miquelon:I-country ," BookRestaurant
",1
7687,Include:O love:B-entity_name love:I-entity_name love:I-entity_name in:O the:O Dinner:B-playlist Music:I-playlist playlist.:O ," AddToPlaylist
",0
2747,What:O will:O the:O temperature:O be:O at:O midnight:B-timeRange in:O NE:B-state ," GetWeather
",2
4756,Assign:O three:B-rating_value stars:B-rating_unit out:O of:O 6:B-best_rating to:O The:B-object_name Dune:I-object_name Encyclopedia:I-object_name ," RateBook
",4
5843,"Tell:O me:O the:O weather:O forecast:O for:O Inniswold:B-city ,:O Réunion:B-country "," GetWeather
",2
2810,I:O need:O a:O reservation:O for:O a:O restaurant:B-restaurant_type now:B-timeRange with:O a:O party:O of:O 9:B-party_size_number in:O Hilt:B-city ," BookRestaurant
",1
3675,I'd:O like:O to:O eat:O at:O a:O restaurant:B-restaurant_type far:B-spatial_relation from:O Grantsburg:B-city ," BookRestaurant
",1
3541,Find:O a:O show:B-object_type called:O Lipstick:B-object_name Vogue:I-object_name .:O ," SearchCreativeWork
",5
5813,Want:O to:O add:O pacific:B-entity_name ocean:I-entity_name blues:I-entity_name to:O the:O playlist:O named:O lunch:B-playlist ," AddToPlaylist
",0
3212,I:O need:O a:O table:O for:O nine:B-party_size_number in:O Atlas:B-city in:B-timeRange 1:I-timeRange second:I-timeRange ," BookRestaurant
",1
3889,I:O give:O The:B-object_name Beatrice:I-object_name Letters:I-object_name 2:B-rating_value out:O of:O 6:B-best_rating stars:B-rating_unit .:O ," RateBook
",4
46,show:O movie:B-object_type times:I-object_type ," SearchScreeningEvent
",6
4266,Rate:O this:B-object_select book:B-object_type 3:B-rating_value out:O of:O 6:B-best_rating ," RateBook
",4
7709,what:O are:O the:O movie:B-object_type schedules:I-object_type ?:O ," SearchScreeningEvent
",6
7138,What:O movie:B-object_location_type theatre:I-object_location_type is:O playing:O Sherlock:B-movie_name Holmes:I-movie_name and:I-movie_name Dr.:I-movie_name Watson:I-movie_name fifteen:B-timeRange hours:I-timeRange and:I-timeRange one:I-timeRange minute:I-timeRange from:I-timeRange now:I-timeRange ," SearchScreeningEvent
",6
5270,add:O kasey:B-artist chambers:I-artist to:O my:B-playlist_owner political:B-playlist punks:I-playlist playlist:O ," AddToPlaylist
",0
70,show:O me:O the:O movie:B-object_type called:O People:B-object_name and:I-object_name Masks:I-object_name Part:I-object_name 2:I-object_name ," SearchCreativeWork
",5
2921,Rate:O the:O current:B-object_select essay:B-object_type zero:B-rating_value stars:B-rating_unit ," RateBook
",4
7944,Find:O the:O nearest:B-spatial_relation movie:B-object_location_type theatre:I-object_location_type that:O plays:O Sea:B-movie_name Racketeers:I-movie_name ," SearchScreeningEvent
",6
5756,"Book:O The:B-restaurant_name Crown:I-restaurant_name at:I-restaurant_name Whitebrook:I-restaurant_name in:O the:O Solomon:B-country Islands:I-country for:O Dec.:B-timeRange the:I-timeRange twenty-third,:I-timeRange 2029:I-timeRange .:O "," BookRestaurant
",1
8780,"book:O a:O table:O at:O an:O oyster:B-restaurant_type bar:I-restaurant_type that:O serves:O apple:B-served_dish butter:I-served_dish on:O Jul.:B-timeRange 10th,:I-timeRange 2028:I-timeRange "," BookRestaurant
",1
3204,what:O time:O can:O i:O see:O Older:B-movie_name Office:I-movie_name Lady::I-movie_name Using:I-movie_name Her:I-movie_name Seductive:I-movie_name Tongue:I-movie_name at:O Star:B-location_name Theatres:I-location_name ," SearchScreeningEvent
",6
5987,Please:O play:O a:O song:B-music_item by:O Ahmad:B-artist Jamal:I-artist ," PlayMusic
",3
8359,Give:O The:B-object_name Abstinence:I-object_name Teacher:I-object_name 4:B-rating_value out:O of:O 6:B-best_rating ," RateBook
",4
3609,Let:O me:O know:O when:O The:B-movie_name Maiden:I-movie_name Danced:I-movie_name to:I-movie_name Death:I-movie_name will:O be:O screened:O at:O a:O cinema:B-object_location_type .:O ," SearchScreeningEvent
",6
3731,Is:O it:O going:O to:O be:O warmer:B-condition_temperature in:B-timeRange 2:I-timeRange years:I-timeRange and:I-timeRange a:I-timeRange half:I-timeRange in:O Deweese:B-city ?:O ," GetWeather
",2
4686,Is:O it:O going:O to:O storm:B-condition_description in:O NE:B-state ," GetWeather
",2
3062,Book:O a:O restaurant:B-restaurant_type that:O serves:O bouchée:B-served_dish for:O midnight:B-timeRange .:O ," BookRestaurant
",1
5093,Will:O it:O get:O cloudy:B-condition_description in:O Cliffwood:B-city Beach:I-city ?:O ," GetWeather
",2
4549,Can:O you:O get:O a:O table:O at:O The:B-restaurant_name Triple:I-restaurant_name Door:I-restaurant_name in:O District:B-state Of:I-state Columbia:I-state for:O me:B-party_size_description and:I-party_size_description deborah:I-party_size_description vasquez:I-party_size_description ," BookRestaurant
",1
6461,rate:O teh:O current:B-object_select series:B-object_part_of_series_type a:O 2:B-rating_value ," RateBook
",4
6743,find:O the:O TV:B-object_type series:I-object_type Box:B-object_name of:I-object_name Moon:I-object_name Light:I-object_name ," SearchCreativeWork
",5
8244,show:O me:O the:O schedule:B-object_type of:O movie:O The:B-movie_name Da:I-movie_name Vinci:I-movie_name Code:I-movie_name ," SearchScreeningEvent
",6
4087,What:O are:O the:O movies:B-movie_type scheduled:O to:O play:O at:O General:B-location_name Cinema:I-location_name Corporation:I-location_name ," SearchScreeningEvent
",6
3631,Give:O this:B-object_select textbook:B-object_type a:O four:B-rating_value ," RateBook
",4
2704,Play:O Odessa:B-track by:O Maartin:B-artist Allcock:I-artist .:O ," PlayMusic
",3
1056,Show:O me:O the:O movie:B-object_type schedule:I-object_type for:O movies:B-movie_type opening:O today:O close:B-spatial_relation by:I-spatial_relation ," SearchScreeningEvent
",6
7305,Play:O some:O Drum:B-genre &:I-genre Bass:I-genre ," PlayMusic
",3
7665,what:O is:O the:O PW:B-state forecast:O for:O jul.:B-timeRange 9:I-timeRange in:O Robert:B-city ," GetWeather
",2
8800,Play:O me:O Memoirs:B-object_name of:I-object_name Modern:I-object_name Love::I-object_name Curious:I-object_name Age:I-object_name ," SearchCreativeWork
",5
3372,Please:O play:O Jag:B-track Vill:I-track Leva:I-track I:I-track Europa:I-track by:O porta:B-artist ," PlayMusic
",3
1677,Play:O a:O fifties:B-year album:B-music_item on:O Itunes:B-service .:O ," PlayMusic
",3
5841,Add:O this:O adam:B-artist clayton:I-artist tune:B-music_item to:O sxsw:B-playlist fresh:I-playlist playlist:O ," AddToPlaylist
",0
8452,I'd:O give:O this:B-object_select essay:B-object_type a:O three:B-rating_value of:O 6:B-best_rating ," RateBook
",4
7355,Play:O me:O a:O Chris:B-artist Needham:I-artist song:B-music_item on:O Vimeo:B-service ," PlayMusic
",3
1704,Find:O a:O popular:B-sort diner:B-restaurant_type that:O serves:O brazilian:B-cuisine close:B-spatial_relation by:I-spatial_relation Oklahoma:B-state for:O nine:B-party_size_number people.:O ," BookRestaurant
",1
2424,Show:O me:O the:O song:B-object_type Spiderman:B-object_name of:I-object_name the:I-object_name Rings:I-object_name ," SearchCreativeWork
",5
3096,Add:O an:O artist:B-music_item to:O my:B-playlist_owner Hype:B-playlist list:O ," AddToPlaylist
",0
5819,Book:O a:O brasserie:B-restaurant_type that:O serves:O mezzes:B-served_dish in:O Iowa:B-state .:O ," BookRestaurant
",1
1518,Look:O up:O the:O Hard:B-object_name to:I-object_name Handle:I-object_name TV:B-object_type show:I-object_type ," SearchCreativeWork
",5
8178,put:O Joseph:B-artist Utsler:I-artist on:O All:B-playlist Out:I-playlist 70s:I-playlist ," AddToPlaylist
",0
5423,Is:O it:O possible:O to:O find:O the:O book:B-object_type Live:B-object_name in:I-object_name Europe:I-object_name online?:O ," SearchCreativeWork
",5
6354,Help:O me:O locate:O a:O game:B-object_type called:O The:B-object_name Master:I-object_name of:I-object_name Ballantrae:I-object_name .:O ," SearchCreativeWork
",5
1819,Show:O me:O Heavenly:B-object_name Sword:I-object_name ," SearchCreativeWork
",5
1964,Will:O it:O blizzard:B-condition_description today:B-timeRange in:O Sint:B-country Maarten:I-country ," GetWeather
",2
8253,add:O Roger:B-artist Nichols:I-artist to:O Punk:B-playlist Rock:I-playlist Workout:I-playlist ," AddToPlaylist
",0
6144,Find:O a:O trailer:B-object_type called:O Eurythmics:B-object_name discography:I-object_name .:O ," SearchCreativeWork
",5
3871,play:O David:B-artist Banner:I-artist on:O Netflix:B-service ," PlayMusic
",3
7989,What:O time:O can:O I:O watch:O Son:B-movie_name of:I-movie_name Rambow:I-movie_name Tonight:B-timeRange at:O Fox:B-location_name Theatres:I-location_name ," SearchScreeningEvent
",6
8855,add:O artist:B-music_item to:O acoustic:B-playlist soul:I-playlist ," AddToPlaylist
",0
6919,Where:O can:O I:O purchase:O the:O TV:B-object_type show:I-object_type Time:B-object_name for:I-object_name Heroes:I-object_name ," SearchCreativeWork
",5
4647,Add:O album:B-music_item to:O my:B-playlist_owner French:B-playlist N':I-playlist Heavy:I-playlist list:O ," AddToPlaylist
",0
5275,book:O a:O table:O for:O five:B-party_size_number at:O a:O restaurant:B-restaurant_type with:O the:O best:B-sort rating:O ," BookRestaurant
",1
1227,Find:O the:O App:B-object_name Store:I-object_name ," SearchCreativeWork
",5
2608,rate:O this:O book:B-object_type titled:O The:B-object_name Improvisatore:I-object_name five:B-rating_value stars:B-rating_unit ," RateBook
",4
1440,Rate:O the:O Blood:B-object_name on:I-object_name the:I-object_name Moon:I-object_name saga:B-object_part_of_series_type a:O three:B-rating_value ," RateBook
",4
7396,I'd:O like:O to:O rate:O this:B-object_select textbook:B-object_type 4:B-rating_value out:O of:O 6:B-best_rating ," RateBook
",4
7630,Show:O me:O Horton:B-object_name and:I-object_name the:I-object_name Kwuggerbug:I-object_name and:I-object_name More:I-object_name Lost:I-object_name Stories:I-object_name ," SearchCreativeWork
",5
8927,Can:O you:O put:O this:O xandee:B-artist song:B-music_item onto:O my:B-playlist_owner chill:B-playlist playlist?:O ," AddToPlaylist
",0
3310,Find:O a:O show:B-object_type called:O Chompa:B-object_name Toung:I-object_name .:O ," SearchCreativeWork
",5
4323,What:O is:O the:O movie:B-object_type schedule:I-object_type for:O movies:B-movie_type close:B-spatial_relation by:I-spatial_relation ," SearchScreeningEvent
",6
3061,rate:O this:B-object_select album:B-object_type 2:B-rating_value points:B-rating_unit ," RateBook
",4
4913,put:O this:O artist:B-music_item into:O my:B-playlist_owner found:B-playlist them:I-playlist first:I-playlist playlist:O please:O ," AddToPlaylist
",0
5395,add:O album:B-music_item radar:B-playlist latino:I-playlist ," AddToPlaylist
",0
7202,Add:O this:O track:B-music_item to:O the:O Evening:B-playlist Commute:I-playlist playlist:O ," AddToPlaylist
",0
5609,I'd:O like:O to:O eat:O at:O a:O top-rated:B-sort restaurant:B-restaurant_type in:O Turks:B-country and:I-country Caicos:I-country Islands:I-country ," BookRestaurant
",1
7531,I:O would:O like:O to:O rate:O The:B-object_name Hundred-Year:I-object_name Christmas:I-object_name four:B-rating_value stars:B-rating_unit .:O ," RateBook
",4
7357,is:O the:O weather:O freezing:B-condition_temperature in:O AK:B-state ," GetWeather
",2
9005,Tell:O me:O the:O weather:O forecast:O for:O 10/21/2024:B-timeRange in:O Metamora:B-city ," GetWeather
",2
4062,find:O a:O television:B-object_type show:I-object_type called:O I:B-object_name Got:I-object_name a:I-object_name Bag:I-object_name of:I-object_name My:I-object_name Own:I-object_name ," SearchCreativeWork
",5
5983,I:O would:O rate:O this:B-object_select chronicle:B-object_part_of_series_type zero:B-rating_value and:O a:O best:O rating:O of:O 6:B-best_rating ," RateBook
",4
196,Find:O Le:B-object_name Profil:I-object_name Amina:I-object_name TV:B-object_type series:I-object_type ," SearchCreativeWork
",5
6744,"book:O a:O brasserie:B-restaurant_type at:O Turtle:B-poi Creek:I-poi neighboring:B-spatial_relation on:O march:B-timeRange sixth,:I-timeRange 2038:I-timeRange for:O eight:B-party_size_number "," BookRestaurant
",1
8805,Play:O some:O Mike:B-artist Burney:I-artist on:O Google:B-service Music:I-service .:O ," PlayMusic
",3
154,Add:O an:O album:B-music_item to:O my:B-playlist_owner week:B-playlist end:I-playlist playlist:O ," AddToPlaylist
",0
7415,Please:O locate:O Sad:B-object_name Love:I-object_name Story:I-object_name novel:B-object_type for:O me.:O ," SearchCreativeWork
",5
3025,find:O the:O movie:B-object_type Don’t:B-object_name Break:I-object_name the:I-object_name Heart:I-object_name That:I-object_name Loves:I-object_name You:I-object_name ," SearchCreativeWork
",5
4095,add:O the:O album:B-music_item the:B-playlist martin:I-playlist garrix:I-playlist show:I-playlist to:O my:B-playlist_owner playlist:O ," AddToPlaylist
",0
3440,play:O chant:B-music_item from:O the:O nineties:B-year with:O Last:B-service Fm:I-service ," PlayMusic
",3
828,give:O the:O Racing:B-object_name the:I-object_name Rain:I-object_name saga:B-object_part_of_series_type zero:B-rating_value stars:B-rating_unit ," RateBook
",4
3596,I:O would:O rate:O Eater:B-object_name of:I-object_name Wasps:I-object_name a:O value:O of:O zero:B-rating_value and:O a:O best:O rating:O of:O 6:B-best_rating ," RateBook
",4
4487,I:O need:O a:O reservation:O for:O Orthodox:B-timeRange Good:I-timeRange Friday:I-timeRange ," BookRestaurant
",1
